,output_id,current_time,domain_dimensions,domain_left_edge,domain_right_edge,cosmological_simulation,current_redshift,omega_lambda,omega_matter,omega_radiation,hubble_constant,sfr_10,sfr_5,sfr_1,H1_6562.80A Luminosity,H1_4861.35A Luminosity,O1_1304.86A Luminosity,O1_6300.30A Luminosity,O2_3728.80A Luminosity,O2_3726.10A Luminosity,O3_1660.81A Luminosity,O3_1666.15A Luminosity,O3_4363.21A Luminosity,O3_4958.91A Luminosity,O3_5006.84A Luminosity,He2_1640.41A Luminosity,C2_1335.66A Luminosity,C3_1906.68A Luminosity,C3_1908.73A Luminosity,C4_1549.00A Luminosity,Mg2_2795.53A Luminosity,Mg2_2802.71A Luminosity,Ne3_3868.76A Luminosity,Ne3_3967.47A Luminosity,N5_1238.82A Luminosity,N5_1242.80A Luminosity,N4_1486.50A Luminosity,N3_1749.67A Luminosity,S2_6716.44A Luminosity,S2_6730.82A Luminosity,"('gas', 'temperature')_min","('gas', 'temperature')_max","('gas', 'temperature')_mean","('gas', 'temperature')_agg","('gas', 'density')_min","('gas', 'density')_max","('gas', 'density')_mean","('gas', 'density')_agg","('ramses', 'Pressure')_min","('ramses', 'Pressure')_max","('ramses', 'Pressure')_mean","('ramses', 'Pressure')_agg","('gas', 'my_H_nuclei_density')_min","('gas', 'my_H_nuclei_density')_max","('gas', 'my_H_nuclei_density')_mean","('gas', 'my_H_nuclei_density')_agg","('gas', 'my_temperature')_min","('gas', 'my_temperature')_max","('gas', 'my_temperature')_mean","('gas', 'my_temperature')_agg","('gas', 'ion_param')_min","('gas', 'ion_param')_max","('gas', 'ion_param')_mean","('gas', 'ion_param')_agg","('gas', 'metallicity')_min","('gas', 'metallicity')_max","('gas', 'metallicity')_mean","('gas', 'metallicity')_agg","('gas', 'OII_ratio')_min","('gas', 'OII_ratio')_max","('gas', 'OII_ratio')_mean","('gas', 'OII_ratio')_agg","('gas', 'SII_ratio')_min","('gas', 'SII_ratio')_max","('gas', 'SII_ratio')_mean","('gas', 'SII_ratio')_agg","('gas', 'OIII_ratio')_min","('gas', 'OIII_ratio')_max","('gas', 'OIII_ratio')_mean","('gas', 'OIII_ratio')_agg","('ramses', 'xHI')_min","('ramses', 'xHI')_max","('ramses', 'xHI')_mean","('ramses', 'xHI')_agg","('ramses', 'xHII')_min","('ramses', 'xHII')_max","('ramses', 'xHII')_mean","('ramses', 'xHII')_agg","('ramses', 'xHeII')_min","('ramses', 'xHeII')_max","('ramses', 'xHeII')_mean","('ramses', 'xHeII')_agg","('ramses', 'xHeIII')_min","('ramses', 'xHeIII')_max","('ramses', 'xHeIII')_mean","('ramses', 'xHeIII')_agg","('star', 'particle_mass')_min","('star', 'particle_mass')_max","('star', 'particle_mass')_mean","('star', 'particle_mass')_agg","('gas', 'my_He_number_density')_min","('gas', 'my_He_number_density')_max","('gas', 'my_He_number_density')_mean","('gas', 'my_He_number_density')_agg","('gas', 'electron_number_density')_min","('gas', 'electron_number_density')_max","('gas', 'electron_number_density')_mean","('gas', 'electron_number_density')_agg","('gas', 'flux_H1_6562.80A')_min","('gas', 'flux_H1_6562.80A')_max","('gas', 'flux_H1_6562.80A')_mean","('gas', 'flux_H1_6562.80A')_agg","('gas', 'luminosity_H1_6562.80A')_min","('gas', 'luminosity_H1_6562.80A')_max","('gas', 'luminosity_H1_6562.80A')_mean","('gas', 'luminosity_H1_6562.80A')_agg","('gas', 'flux_H1_4861.35A')_min","('gas', 'flux_H1_4861.35A')_max","('gas', 'flux_H1_4861.35A')_mean","('gas', 'flux_H1_4861.35A')_agg","('gas', 'luminosity_H1_4861.35A')_min","('gas', 'luminosity_H1_4861.35A')_max","('gas', 'luminosity_H1_4861.35A')_mean","('gas', 'luminosity_H1_4861.35A')_agg","('gas', 'flux_O1_1304.86A')_min","('gas', 'flux_O1_1304.86A')_max","('gas', 'flux_O1_1304.86A')_mean","('gas', 'flux_O1_1304.86A')_agg","('gas', 'luminosity_O1_1304.86A')_min","('gas', 'luminosity_O1_1304.86A')_max","('gas', 'luminosity_O1_1304.86A')_mean","('gas', 'luminosity_O1_1304.86A')_agg","('gas', 'flux_O1_6300.30A')_min","('gas', 'flux_O1_6300.30A')_max","('gas', 'flux_O1_6300.30A')_mean","('gas', 'flux_O1_6300.30A')_agg","('gas', 'luminosity_O1_6300.30A')_min","('gas', 'luminosity_O1_6300.30A')_max","('gas', 'luminosity_O1_6300.30A')_mean","('gas', 'luminosity_O1_6300.30A')_agg","('gas', 'flux_O2_3728.80A')_min","('gas', 'flux_O2_3728.80A')_max","('gas', 'flux_O2_3728.80A')_mean","('gas', 'flux_O2_3728.80A')_agg","('gas', 'luminosity_O2_3728.80A')_min","('gas', 'luminosity_O2_3728.80A')_max","('gas', 'luminosity_O2_3728.80A')_mean","('gas', 'luminosity_O2_3728.80A')_agg","('gas', 'flux_O2_3726.10A')_min","('gas', 'flux_O2_3726.10A')_max","('gas', 'flux_O2_3726.10A')_mean","('gas', 'flux_O2_3726.10A')_agg","('gas', 'luminosity_O2_3726.10A')_min","('gas', 'luminosity_O2_3726.10A')_max","('gas', 'luminosity_O2_3726.10A')_mean","('gas', 'luminosity_O2_3726.10A')_agg","('gas', 'flux_O3_1660.81A')_min","('gas', 'flux_O3_1660.81A')_max","('gas', 'flux_O3_1660.81A')_mean","('gas', 'flux_O3_1660.81A')_agg","('gas', 'luminosity_O3_1660.81A')_min","('gas', 'luminosity_O3_1660.81A')_max","('gas', 'luminosity_O3_1660.81A')_mean","('gas', 'luminosity_O3_1660.81A')_agg","('gas', 'flux_O3_1666.15A')_min","('gas', 'flux_O3_1666.15A')_max","('gas', 'flux_O3_1666.15A')_mean","('gas', 'flux_O3_1666.15A')_agg","('gas', 'luminosity_O3_1666.15A')_min","('gas', 'luminosity_O3_1666.15A')_max","('gas', 'luminosity_O3_1666.15A')_mean","('gas', 'luminosity_O3_1666.15A')_agg","('gas', 'flux_O3_4363.21A')_min","('gas', 'flux_O3_4363.21A')_max","('gas', 'flux_O3_4363.21A')_mean","('gas', 'flux_O3_4363.21A')_agg","('gas', 'luminosity_O3_4363.21A')_min","('gas', 'luminosity_O3_4363.21A')_max","('gas', 'luminosity_O3_4363.21A')_mean","('gas', 'luminosity_O3_4363.21A')_agg","('gas', 'flux_O3_4958.91A')_min","('gas', 'flux_O3_4958.91A')_max","('gas', 'flux_O3_4958.91A')_mean","('gas', 'flux_O3_4958.91A')_agg","('gas', 'luminosity_O3_4958.91A')_min","('gas', 'luminosity_O3_4958.91A')_max","('gas', 'luminosity_O3_4958.91A')_mean","('gas', 'luminosity_O3_4958.91A')_agg","('gas', 'flux_O3_5006.84A')_min","('gas', 'flux_O3_5006.84A')_max","('gas', 'flux_O3_5006.84A')_mean","('gas', 'flux_O3_5006.84A')_agg","('gas', 'luminosity_O3_5006.84A')_min","('gas', 'luminosity_O3_5006.84A')_max","('gas', 'luminosity_O3_5006.84A')_mean","('gas', 'luminosity_O3_5006.84A')_agg","('gas', 'flux_He2_1640.41A')_min","('gas', 'flux_He2_1640.41A')_max","('gas', 'flux_He2_1640.41A')_mean","('gas', 'flux_He2_1640.41A')_agg","('gas', 'luminosity_He2_1640.41A')_min","('gas', 'luminosity_He2_1640.41A')_max","('gas', 'luminosity_He2_1640.41A')_mean","('gas', 'luminosity_He2_1640.41A')_agg","('gas', 'flux_C2_1335.66A')_min","('gas', 'flux_C2_1335.66A')_max","('gas', 'flux_C2_1335.66A')_mean","('gas', 'flux_C2_1335.66A')_agg","('gas', 'luminosity_C2_1335.66A')_min","('gas', 'luminosity_C2_1335.66A')_max","('gas', 'luminosity_C2_1335.66A')_mean","('gas', 'luminosity_C2_1335.66A')_agg","('gas', 'flux_C3_1906.68A')_min","('gas', 'flux_C3_1906.68A')_max","('gas', 'flux_C3_1906.68A')_mean","('gas', 'flux_C3_1906.68A')_agg","('gas', 'luminosity_C3_1906.68A')_min","('gas', 'luminosity_C3_1906.68A')_max","('gas', 'luminosity_C3_1906.68A')_mean","('gas', 'luminosity_C3_1906.68A')_agg","('gas', 'flux_C3_1908.73A')_min","('gas', 'flux_C3_1908.73A')_max","('gas', 'flux_C3_1908.73A')_mean","('gas', 'flux_C3_1908.73A')_agg","('gas', 'luminosity_C3_1908.73A')_min","('gas', 'luminosity_C3_1908.73A')_max","('gas', 'luminosity_C3_1908.73A')_mean","('gas', 'luminosity_C3_1908.73A')_agg","('gas', 'flux_C4_1549.00A')_min","('gas', 'flux_C4_1549.00A')_max","('gas', 'flux_C4_1549.00A')_mean","('gas', 'flux_C4_1549.00A')_agg","('gas', 'luminosity_C4_1549.00A')_min","('gas', 'luminosity_C4_1549.00A')_max","('gas', 'luminosity_C4_1549.00A')_mean","('gas', 'luminosity_C4_1549.00A')_agg","('gas', 'flux_Mg2_2795.53A')_min","('gas', 'flux_Mg2_2795.53A')_max","('gas', 'flux_Mg2_2795.53A')_mean","('gas', 'flux_Mg2_2795.53A')_agg","('gas', 'luminosity_Mg2_2795.53A')_min","('gas', 'luminosity_Mg2_2795.53A')_max","('gas', 'luminosity_Mg2_2795.53A')_mean","('gas', 'luminosity_Mg2_2795.53A')_agg","('gas', 'flux_Mg2_2802.71A')_min","('gas', 'flux_Mg2_2802.71A')_max","('gas', 'flux_Mg2_2802.71A')_mean","('gas', 'flux_Mg2_2802.71A')_agg","('gas', 'luminosity_Mg2_2802.71A')_min","('gas', 'luminosity_Mg2_2802.71A')_max","('gas', 'luminosity_Mg2_2802.71A')_mean","('gas', 'luminosity_Mg2_2802.71A')_agg","('gas', 'flux_Ne3_3868.76A')_min","('gas', 'flux_Ne3_3868.76A')_max","('gas', 'flux_Ne3_3868.76A')_mean","('gas', 'flux_Ne3_3868.76A')_agg","('gas', 'luminosity_Ne3_3868.76A')_min","('gas', 'luminosity_Ne3_3868.76A')_max","('gas', 'luminosity_Ne3_3868.76A')_mean","('gas', 'luminosity_Ne3_3868.76A')_agg","('gas', 'flux_Ne3_3967.47A')_min","('gas', 'flux_Ne3_3967.47A')_max","('gas', 'flux_Ne3_3967.47A')_mean","('gas', 'flux_Ne3_3967.47A')_agg","('gas', 'luminosity_Ne3_3967.47A')_min","('gas', 'luminosity_Ne3_3967.47A')_max","('gas', 'luminosity_Ne3_3967.47A')_mean","('gas', 'luminosity_Ne3_3967.47A')_agg","('gas', 'flux_N5_1238.82A')_min","('gas', 'flux_N5_1238.82A')_max","('gas', 'flux_N5_1238.82A')_mean","('gas', 'flux_N5_1238.82A')_agg","('gas', 'luminosity_N5_1238.82A')_min","('gas', 'luminosity_N5_1238.82A')_max","('gas', 'luminosity_N5_1238.82A')_mean","('gas', 'luminosity_N5_1238.82A')_agg","('gas', 'flux_N5_1242.80A')_min","('gas', 'flux_N5_1242.80A')_max","('gas', 'flux_N5_1242.80A')_mean","('gas', 'flux_N5_1242.80A')_agg","('gas', 'luminosity_N5_1242.80A')_min","('gas', 'luminosity_N5_1242.80A')_max","('gas', 'luminosity_N5_1242.80A')_mean","('gas', 'luminosity_N5_1242.80A')_agg","('gas', 'flux_N4_1486.50A')_min","('gas', 'flux_N4_1486.50A')_max","('gas', 'flux_N4_1486.50A')_mean","('gas', 'flux_N4_1486.50A')_agg","('gas', 'luminosity_N4_1486.50A')_min","('gas', 'luminosity_N4_1486.50A')_max","('gas', 'luminosity_N4_1486.50A')_mean","('gas', 'luminosity_N4_1486.50A')_agg","('gas', 'flux_N3_1749.67A')_min","('gas', 'flux_N3_1749.67A')_max","('gas', 'flux_N3_1749.67A')_mean","('gas', 'flux_N3_1749.67A')_agg","('gas', 'luminosity_N3_1749.67A')_min","('gas', 'luminosity_N3_1749.67A')_max","('gas', 'luminosity_N3_1749.67A')_mean","('gas', 'luminosity_N3_1749.67A')_agg","('gas', 'flux_S2_6716.44A')_min","('gas', 'flux_S2_6716.44A')_max","('gas', 'flux_S2_6716.44A')_mean","('gas', 'flux_S2_6716.44A')_agg","('gas', 'luminosity_S2_6716.44A')_min","('gas', 'luminosity_S2_6716.44A')_max","('gas', 'luminosity_S2_6716.44A')_mean","('gas', 'luminosity_S2_6716.44A')_agg","('gas', 'flux_S2_6730.82A')_min","('gas', 'flux_S2_6730.82A')_max","('gas', 'flux_S2_6730.82A')_mean","('gas', 'flux_S2_6730.82A')_agg","('gas', 'luminosity_S2_6730.82A')_min","('gas', 'luminosity_S2_6730.82A')_max","('gas', 'luminosity_S2_6730.82A')_mean","('gas', 'luminosity_S2_6730.82A')_agg",Stellar_Mass_Msun,Gas_Mass_Msun,Ionised_Gas_Mass_Msun
0,304,4.247313990475821 code_time,"[32.0, 32.0, 32.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1.0,9.952258448671385,0.730000019073486,0.270000010728836,0.0,0.7,0.0 Msun,0.0 Msun,0.0 Msun,1.0587672546984339e+39,4.1163576183324212e+34,3.2050279703915867e+32,3.669272363609971e+34,6.703863000322457e+35,4.526582806301322e+35,1.44803835928803e+34,4.240616216517288e+34,8.675330805062932e+33,3.340644566493773e+34,5.757124367012726e+38,2.5531991617121544e+33,1.800936364991972e+34,1.8417553821076023e+35,1.1733311491121853e+35,8.308264448266546e+30,3.3699957337836436e+35,1.7000840990729995e+35,6.870807673317007e+33,2.085412379031803e+33,1.486029787791585e+34,7.413492587229156e+33,9.166454151911051e+33,1.054862737859334e+34,1.684380001520402e+35,1.1753662463020324e+35,13.56687660122726,838472596.608955,14672917.019395174,44958727468282.016,7.0772330411855e-30,1.109328129566133e-21,8.37891648361645e-25,2.5673519598622786e-18,9.383247388970435e-12,0.16991126116321453,0.00014273122095216604,437.33731033313575,3.2401789827114337e-06,507.88516775316936,0.383613043828223,1175414.1502983926,7.980739057576471,489181886.6348815,8561491.378807459,26232940397131.54,5.573511139605678e-38,297157.19294923625,15.267546805594563,46780710.000243686,0.0,0.05006607471400819,0.007765619900191253,23794.34084261981,0.0,1.5072589148636342,0.03894397979395013,119326.76861541043,0.0,1.4712759622887828,0.04967254365356308,152199.75345222378,,,,,9.999999999999996e-13,0.9999878319748322,0.17854512952847973,547073.3466732927,1.2105286925860294e-05,0.9999999999980003,0.8214548360523697,2516988.547864296,2.64097893362692e-08,0.9920977979464372,0.5813971199683546,1781436.8222044767,9.999999999999998e-13,0.9999999735892108,0.2110138224808065,646559.4349381849,2.0575210922609583e-15,2.286134546956623e-15,2.1645979961832212e-15,1.8217040276078372e-10,2.5557266474338246e-07,40.0599986602275,0.03025789882738411,92712.07799683222,4.0928498906132615e-07,40.13936236404519,0.03757105442834425,115120.04017382133,0.0,6.142735025942115e-22,7.565655710053283e-26,2.3181638166257282e-19,0.0,2.4044586255230877e+36,3.4554367852165976e+32,1.0587672546984339e+39,0.0,1.1063492179334825e-26,1.936774882126335e-30,5.9343983188777826e-24,0.0,3.1373599237516907e+31,1.3434315683992103e+28,4.1163576183324212e+34,0.0,9.033678880737673e-29,1.3509373250497687e-32,4.1393557220666447e-26,0.0,2.5426311879528946e+29,1.0460062395576808e+26,3.2050279703915867e+32,0.0,1.3748724095111645e-26,1.3015775866204285e-30,3.988114423215364e-24,0.0,3.6507205853898785e+31,1.1975189678309288e+28,3.669272363609971e+34,0.0,1.1382997578853781e-25,2.2912708346253916e-29,7.020595896083947e-23,0.0,4.87525463605837e+32,2.1879005713077794e+29,6.703863000322457e+35,0.0,7.830338942388534e-26,1.5604315085893612e-29,4.781258889071335e-23,0.0,3.300391681636362e+32,1.4773143644943614e+29,4.526582806301322e+35,0.0,7.895084107299219e-27,2.4454615570131174e-30,7.493045829304726e-24,0.0,5.344490510625221e+31,4.7258781293852083e+27,1.44803835928803e+34,0.0,2.312127297059366e-26,7.16158620773439e-30,2.194354415884305e-23,0.0,1.5651042656504793e+32,1.3839851205743513e+28,4.240616216517288e+34,0.0,4.5523722257362764e-27,1.454434549983881e-30,4.456477636092711e-24,0.0,3.0822433294738156e+31,2.831316991974357e+27,8.675330805062932e+33,0.0,1.594120453583949e-26,5.2071271761952445e-30,1.5954960509747153e-23,0.0,1.0476147671335319e+32,1.0902666351052208e+28,3.340644566493773e+34,0.0,2.2401639639970604e-22,2.7584580927230603e-26,8.452086620505205e-20,0.0,5.342053329186231e+35,1.878919018940454e+32,5.757124367012726e+38,0.0,1.063701197076233e-26,1.0542699531167073e-30,3.2303485010866845e-24,0.0,7.584761163035045e+30,8.332726823778874e+26,2.5531991617121544e+33,0.0,2.7496630285416534e-27,5.94056175470035e-31,1.8202249531230663e-24,0.0,4.172631857670783e+31,5.877610717380954e+27,1.800936364991972e+34,0.0,6.701905141536786e-26,1.9733222294065135e-29,6.04638165687978e-23,0.0,5.376358531087751e+32,6.010829356937302e+28,1.8417553821076023e+35,0.0,4.054827936711639e-26,1.2078217347492181e-29,3.7008406802191586e-23,0.0,3.405805738193328e+32,3.829332269099598e+28,1.1733311491121853e+35,0.0,6.546196296183181e-29,5.8692409965363864e-33,1.7983718306329273e-26,0.0,4.4196836613388666e+28,2.711519691268175e+24,8.308264448266546e+30,0.0,8.823605535796034e-26,1.2172473324973911e-29,3.729721296106621e-23,0.0,3.266657383948014e+32,1.0998458039633805e+29,3.3699957337836436e+35,0.0,4.452988467427274e-26,6.141629317529322e-30,1.881833300992753e-23,0.0,1.6467896495150458e+32,5.548465073725661e+28,1.7000840990729995e+35,0.0,4.639895068279615e-27,1.5230788157341847e-30,4.666807922296118e-24,0.0,2.2085149659211485e+31,2.2423853281418608e+27,6.870807673317007e+33,0.0,1.4082833992400148e-27,4.622786110448427e-31,1.4164503255152828e-24,0.0,6.703307446084348e+30,6.806038451675596e+26,2.085412379031803e+33,0.0,8.615467887723252e-25,2.454886868465901e-28,7.521925567965365e-22,0.0,1.052160850070378e+32,4.8498685333116137e+27,1.486029787791585e+34,0.0,4.292314139765122e-25,1.22309516450581e-28,3.747639415946001e-22,0.0,5.248373837869436e+31,2.4194982305283494e+27,7.413492587229156e+33,0.0,4.445916692645406e-26,3.469665789798937e-30,1.063127109922291e-23,0.0,4.1347591105873285e+31,2.9916020471880306e+27,9.166454151911051e+33,0.0,4.286815643456709e-27,1.272175067799967e-30,3.898023282593303e-24,0.0,3.237878714720118e+31,3.442693841897892e+27,1.054862737859334e+34,0.0,4.5109883319169346e-26,6.1872182951887255e-30,1.8958020463992556e-23,0.0,1.3019885341495252e+32,5.497212528729517e+28,1.684380001520402e+35,0.0,3.2977182920331184e-26,4.364709265776915e-30,1.3373739802314945e-23,0.0,9.227014961967623e+31,3.835974096810157e+28,1.1753662463020324e+35,797083.0915621469,713041279225320.0,82486044785.05089
1,305,4.244443006302539 code_time,"[32.0, 32.0, 32.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1.0,9.937306470981875,0.730000019073486,0.270000010728836,0.0,0.7,0.0 Msun,0.0 Msun,0.0 Msun,8.454561601613685e+38,3.1954695873990117e+34,2.518928639565042e+32,3.197515757626378e+34,4.93196967413382e+35,3.3290171324455545e+35,1.1136964932718366e+34,3.26149114100336e+34,6.565409976174949e+33,2.393960415598417e+34,4.174391705713795e+38,2.0592025269704042e+33,1.3447227649574868e+34,1.3506291919794608e+35,8.595858891771132e+34,6.872887402091964e+30,2.6941353706094503e+35,1.359220433182934e+35,5.335841377136089e+33,1.6195206828480857e+33,1.194884843118555e+34,5.961356461688457e+33,7.467310377984625e+33,7.804121170885055e+33,1.3533325105634497e+35,9.437459518551187e+34,14.624141491284824,901362400.353914,14159114.116223814,43218458699742.83,6.1063427444973756e-30,1.2271016878825703e-21,9.208533163638808e-25,2.8107592533767607e-18,1.1203413591010675e-11,0.160862261334954,9.018458105247056e-05,275.2741844988601,2.7956749914566297e-06,561.8055920426225,0.4215954942388852,1286853.6340761073,8.554836986475923,525873200.9168633,8261815.084827739,25217885179653.27,3.061800559854479e-37,293890.21365125146,33.471205772899324,102165567.17126307,0.0,0.05003701582685832,0.008071837832147944,24638.00963225412,0.0,1.5078116586388037,0.03867051967815907,118035.65137547143,0.0,1.471193409488121,0.04911836220402391,149926.03992655475,,,,,9.999999999999996e-13,0.9999887098728295,0.18531670767187938,565649.9701285997,1.1222125579140569e-05,0.9999999999980003,0.8146832548420433,2486691.915451072,2.7144173049056367e-08,0.9908783148690355,0.5722532294391457,1746712.566852741,9.999999999999998e-13,0.999999972854827,0.21192611146445017,646870.9709196228,2.0575210922609583e-15,2.286134546956623e-15,2.1589179057143632e-15,1.816923720270151e-10,2.2051192577179808e-07,44.313031160369675,0.033253806188283386,101501.98928835729,4.163462000723788e-07,33.25735744464959,0.03126508273222475,95431.72515704436,0.0,3.1060703832511403e-22,5.591274783735281e-26,1.7066482855936113e-19,0.0,2.0867327633324863e+36,2.769860520745606e+32,8.454561601613685e+38,0.0,1.8814564230135916e-26,1.4748942205502345e-30,4.5018815749427436e-24,0.0,2.737710596003239e+31,1.046891071642369e+28,3.1954695873990117e+34,0.0,1.974290117960022e-28,1.0433141037433517e-32,3.18455145804819e-26,0.0,2.2157390936568397e+29,8.252445628848413e+25,2.518928639565042e+32,0.0,2.4335083133796972e-26,9.776665703441326e-31,2.98417273465735e-24,0.0,3.725335648011234e+31,1.0475614323776228e+28,3.197515757626378e+34,0.0,2.35905442921472e-25,1.474548883194105e-29,4.5008274872264614e-23,0.0,3.40272765905796e+32,1.615798516068586e+29,4.93196967413382e+35,0.0,1.6174543663055373e-25,1.0011781975088242e-29,3.05593826174048e-23,0.0,2.2856843440646638e+32,1.0906435558156833e+29,3.3290171324455545e+35,0.0,2.4274864313258482e-26,1.9728950104415865e-31,6.021950301961293e-25,0.0,3.625577482480063e+31,3.648662218296104e+27,1.1136964932718366e+34,0.0,7.108903713921091e-26,5.777633746549215e-31,1.7635314145209525e-24,0.0,1.0617581556172353e+32,1.0685208738088195e+28,3.26149114100336e+34,0.0,1.3855504965338135e-26,1.265325087967612e-31,3.8622049096572365e-25,0.0,2.044715069667183e+31,2.1509417936046973e+27,6.565409976174949e+33,0.0,4.535822380208845e-26,6.013235121959544e-31,1.8354450118632237e-24,0.0,6.956141257707099e+31,7.843028125938761e+27,2.393960415598417e+34,0.0,9.096669771046776e-22,1.5449856479316576e-26,4.715824582579012e-20,0.0,7.950348184570079e+35,1.3676028786137973e+32,4.174391705713795e+38,0.0,5.376759268928763e-27,4.497433298610902e-32,1.3727704549548597e-25,0.0,6.966392897610638e+30,6.746303418720459e+26,2.0592025269704042e+33,0.0,7.600440729254458e-27,2.3992586036873262e-31,7.323357804896181e-25,0.0,2.754772306364815e+31,4.405544218038106e+27,1.3447227649574868e+34,0.0,2.268656959132392e-25,2.781438464171852e-30,8.489901444607239e-24,0.0,3.595300673994952e+32,4.42489469390868e+28,1.3506291919794608e+35,0.0,1.4359431586816848e-25,1.7762371023507522e-30,5.4216831094635e-24,0.0,2.2777459345310034e+32,2.81615195537431e+28,8.595858891771132e+34,0.0,7.198864627568661e-29,2.322940852814089e-34,7.090409928560262e-28,0.0,3.5745046103336693e+28,2.2516767131900567e+24,6.872887402091964e+30,0.0,2.424733368060893e-25,8.453254455784029e-30,2.5802223612076733e-23,0.0,3.1115572836297353e+32,8.826453164846698e+28,2.6941353706094503e+35,0.0,1.2222770013573938e-25,4.265358993284456e-30,1.3019334400279864e-23,0.0,1.568665197463314e+32,4.453041085117375e+28,1.359220433182934e+35,0.0,1.1185718664662441e-26,1.003501061827911e-31,3.0630284380619297e-25,0.0,1.8193746823469764e+31,1.7481138670358987e+27,5.335841377136089e+33,0.0,3.395028494233332e-27,3.04579767060906e-32,9.296816153502199e-26,0.0,5.522130750363562e+30,5.305829696829798e+26,1.6195206828480857e+33,0.0,1.7370046522044471e-25,1.0945500392637042e-29,3.3409410559462534e-23,0.0,8.310142807139406e+31,3.914649286084439e+27,1.194884843118555e+34,0.0,8.664662627476878e-26,5.45334693585539e-30,1.6645479892882714e-23,0.0,4.1475978974443905e+31,1.9530434209824644e+27,5.961356461688457e+33,0.0,6.217183865824212e-26,1.530949623494561e-31,4.672981835676636e-25,0.0,2.594143047382725e+31,2.4464199549017199e+27,7.467310377984625e+33,0.0,1.4057224031699048e-26,1.526989220800396e-31,4.660893332196322e-25,0.0,2.1599518016912235e+31,2.556764992548363e+27,7.804121170885055e+33,0.0,7.948591551018766e-26,4.329643288877058e-30,1.3215552055657576e-23,0.0,1.1582669516336977e+32,4.433751232867908e+28,1.3533325105634497e+35,0.0,5.679778817968727e-26,3.0421451267549933e-30,9.28566734048959e-24,0.0,8.193181275066089e+31,3.0918748680689083e+28,9.437459518551187e+34,794991.477285836,713041279227403.4,82496947794.68036
